date_x,illRate,stlRate,memRate,weekStart,date_y,lock27,lock52,lock1,cornLock27,soyLock27,wheatLock27,lock27Kt,year,week,month,stoppageHrs,hasStoppage
2013-11-05,583.3333333333334,540.0,456.6666666666667,2013-11-04,2013-11-09,443900,317300,29400,185300,249000,6400.0,443.9,2013,45,11,0.0,False
2013-11-12,691.6666666666666,600.0,566.6666666666666,2013-11-11,2013-11-16,407160,369950,86000,195000,204560,7600.0,407.16,2013,46,11,0.0,False
2013-11-19,650.0,616.6666666666666,558.3333333333334,2013-11-18,2013-11-23,441448,375300,60200,257348,179300,4800.0,441.448,2013,47,11,0.0,False
2013-11-26,530.0,460.0,362.5,2013-11-25,2013-11-30,526500,308052,70000,274600,244100,7800.0,526.5,2013,48,11,0.0,False
2013-12-03,541.6666666666666,461.6666666666667,336.6666666666667,2013-12-02,2013-12-07,537600,193350,37800,233200,293300,7900.0,537.6,2013,49,12,0.0,False
2013-12-10,538.3333333333334,430.0,315.0,2013-12-09,2013-12-14,474024,231216,54600,114748,357676,1600.0,474.024,2013,50,12,0.0,False
2013-12-17,576.6666666666666,475.0,298.3333333333333,2013-12-16,2013-12-21,401548,250900,54600,182548,209800,6000.0,401.548,2013,51,12,0.0,False
2013-12-24,590.0,490.0,308.3333333333333,2013-12-23,2013-12-28,286900,292900,56000,72000,200500,4800.0,286.9,2013,52,12,0.0,False
2013-12-31,586.6666666666666,450.0,298.3333333333333,2013-12-30,2014-01-04,282050,252350,43400,71400,207650,3000.0,282.05,2013,1,12,0.0,False
2014-01-07,567.5,425.0,270.0,2014-01-06,2014-01-11,121676,310600,25200,38200,74576,4400.0,121.676,2014,2,1,0.0,False
2014-01-14,560.0,385.0,260.0,2014-01-13,2014-01-18,123300,310727,60200,26500,96800,0.0,123.3,2014,3,1,0.0,False
2014-01-21,555.0,443.3333333333333,308.3333333333333,2014-01-20,2014-01-25,275748,397825,51800,51548,217800,6400.0,275.748,2014,4,1,0.0,False
2014-01-28,590.0,491.6666666666667,325.0,2014-01-27,2014-02-01,253900,335686,30700,68900,183400,1600.0,253.9,2014,5,1,0.0,False
2014-02-11,597.0,457.0,315.0,2014-02-10,2014-02-15,128300,376204,63800,40500,87800,0.0,128.3,2014,7,2,0.0,False
2014-02-18,600.0,463.3333333333333,308.3333333333333,2014-02-17,2014-02-22,121772,301500,44800,65772,56000,0.0,121.772,2014,8,2,0.0,False
2014-02-25,591.6666666666666,485.0,363.3333333333333,2014-02-24,2014-03-01,197206,380808,61600,97316,98390,1500.0,197.206,2014,9,2,0.0,False
2014-03-04,620.0,595.0,500.0,2014-03-03,2014-03-08,192639,277800,51800,105291,87348,0.0,192.639,2014,10,3,0.0,False
2014-03-11,625.0,595.0,500.0,2014-03-10,2014-03-15,330548,370476,56000,261200,69348,0.0,330.548,2014,11,3,0.0,False
2014-03-18,578.3333333333334,463.3333333333333,376.6666666666667,2014-03-17,2014-03-22,217250,374900,54600,166200,51050,0.0,217.25,2014,12,3,0.0,False
2014-03-25,468.75,350.0,281.25,2014-03-24,2014-03-29,388216,379750,38300,277316,86400,15000.0,388.216,2014,13,3,0.0,False
2014-04-01,416.25,300.0,250.0,2014-03-31,2014-04-05,365300,231550,37800,299500,47100,18700.0,365.3,2014,14,3,0.0,False
2014-04-08,370.0,251.66666666666666,221.66666666666666,2014-04-07,2014-04-12,423520,256550,28000,277400,125276,17644.0,423.52,2014,15,4,0.0,False
2014-04-15,383.75,263.75,216.25,2014-04-14,2014-04-19,439938,193307,39200,332238,106100,1600.0,439.938,2014,16,4,0.0,False
2014-04-22,377.0,238.0,208.0,2014-04-21,2014-04-26,406197,192408,25200,321473,69600,9124.0,406.197,2014,17,4,0.0,False
2014-04-29,360.0,243.33333333333334,206.66666666666666,2014-04-28,2014-05-03,582200,161300,44600,495600,70600,16000.0,582.2,2014,18,4,0.0,False
2014-05-06,365.0,243.33333333333334,203.33333333333334,2014-05-05,2014-05-10,542700,142117,28400,430300,101500,9300.0,542.7,2014,19,5,0.0,False
2014-05-13,355.0,247.5,202.5,2014-05-12,2014-05-17,519600,124732,61600,440000,73200,4800.0,519.6,2014,20,5,0.0,False
2014-05-20,372.5,242.5,200.0,2014-05-19,2014-05-24,537412,115954,9800,458112,52700,20500.0,537.412,2014,21,5,0.0,False
2014-05-27,360.0,238.33333333333334,200.0,2014-05-26,2014-05-31,651100,169228,33600,541100,83800,15600.0,651.1,2014,22,5,0.0,False
2014-06-03,353.3333333333333,240.0,200.0,2014-06-02,2014-06-07,556200,212700,23800,440276,109624,6300.0,556.2,2014,23,6,0.0,False
2014-06-10,373.3333333333333,245.0,200.0,2014-06-09,2014-06-14,539416,93336,19600,469016,57800,11100.0,539.416,2014,24,6,0.0,False
2014-06-17,366.6666666666667,248.33333333333334,206.66666666666666,2014-06-16,2014-06-21,701460,90440,28000,649260,38100,12600.0,701.46,2014,25,6,0.0,False
2014-06-24,368.75,248.75,213.75,2014-06-23,2014-06-28,527484,160255,58700,445036,82448,0.0,527.484,2014,26,6,0.0,False
2014-07-01,378.3333333333333,260.0,213.33333333333334,2014-06-30,2014-07-05,469448,197239,26600,435148,28000,1600.0,469.448,2014,27,6,0.0,False
2014-07-08,345.0,245.0,207.5,2014-07-07,2014-07-12,235888,194960,60200,212040,23848,0.0,235.888,2014,28,7,0.0,False
2014-07-15,405.0,280.0,226.66666666666666,2014-07-14,2014-07-19,266862,121372,35000,215546,51316,0.0,266.862,2014,29,7,0.0,False
2014-07-22,546.6666666666666,395.0,322.6666666666667,2014-07-21,2014-07-26,580100,158001,47600,485400,94700,0.0,580.1,2014,30,7,0.0,False
2014-07-29,560.0,408.3333333333333,366.6666666666667,2014-07-28,2014-08-02,561420,167953,49000,482820,67500,4700.0,561.42,2014,31,7,0.0,False
2014-08-05,467.5,417.5,387.5,2014-08-04,2014-08-09,515600,216852,26600,441300,70700,3600.0,515.6,2014,32,8,0.0,False
2014-08-12,441.6666666666667,388.3333333333333,377.5,2014-08-11,2014-08-16,312900,206650,39200,287600,20500,1600.0,312.9,2014,33,8,0.0,False
2014-08-19,466.6666666666667,400.0,408.0,2014-08-18,2014-08-23,485300,105750,8400,430500,50100,4700.0,485.3,2014,34,8,0.0,False
2014-08-26,468.75,456.25,452.5,2014-08-25,2014-08-30,513415,136004,65800,446415,43500,21900.0,513.415,2014,35,8,0.0,False
2014-09-02,596.25,583.3333333333334,582.5,2014-09-01,2014-09-06,209500,60354,14000,188900,6300,12700.0,209.5,2014,36,9,0.0,False
2014-09-09,666.6666666666666,608.3333333333334,632.5,2014-09-08,2014-09-13,159300,71150,18200,132700,4500,14100.0,159.3,2014,37,9,0.0,False
2014-09-16,633.3333333333334,658.3333333333334,641.6666666666666,2014-09-15,2014-09-20,137700,124663,81200,129800,1600,6300.0,137.7,2014,38,9,0.0,False
2014-09-23,825.0,868.75,896.25,2014-09-22,2014-09-27,102600,199100,59900,90400,4600,6100.0,102.6,2014,39,9,0.0,False
2014-09-30,1066.6666666666667,1033.3333333333333,1066.6666666666667,2014-09-29,2014-10-04,243596,189854,77000,166096,65000,7800.0,243.596,2014,40,9,0.0,False
2014-10-07,891.6666666666666,833.3333333333334,826.6666666666666,2014-10-06,2014-10-11,303600,279330,73200,127200,167100,9300.0,303.6,2014,41,10,0.0,False
2014-10-14,833.3333333333334,683.3333333333334,616.6666666666666,2014-10-13,2014-10-18,320699,239400,49000,124899,192600,3200.0,320.699,2014,42,10,0.0,False
2014-10-21,872.5,731.25,650.0,2014-10-20,2014-10-25,545548,144550,47000,113048,426200,3200.0,545.548,2014,43,10,0.0,False
2014-10-28,875.0,783.3333333333334,750.0,2014-10-27,2014-11-01,463420,318550,56500,87600,357120,0.0,463.42,2014,44,10,0.0,False
2014-11-04,850.0,723.75,628.75,2014-11-03,2014-11-08,622700,367235,64400,171100,448400,3200.0,622.7,2014,45,11,0.0,False
2014-11-11,766.6666666666666,675.0,541.6666666666666,2014-11-10,2014-11-15,555910,403993,100600,256174,298136,0.0,555.91,2014,46,11,0.0,False
2014-11-18,668.75,543.75,475.0,2014-11-17,2014-11-22,525000,399550,43400,310800,211100,1500.0,525.0,2014,47,11,0.0,False
2014-11-25,550.0,425.0,375.0,2014-11-24,2014-11-29,538400,285750,102200,257000,268400,13000.0,538.4,2014,48,11,0.0,False
2014-12-02,575.0,393.75,337.5,2014-12-01,2014-12-06,595868,214758,43400,228922,363846,1500.0,595.868,2014,49,12,0.0,False
2014-12-09,503.3333333333333,333.3333333333333,316.6666666666667,2014-12-08,2014-12-13,639100,312804,96400,305400,316700,4500.0,639.1,2014,50,12,0.0,False
2014-12-16,495.0,352.5,333.75,2014-12-15,2014-12-20,450100,333525,36600,273800,173100,0.0,450.1,2014,51,12,0.0,False
2014-12-23,446.6666666666667,301.6666666666667,260.0,2014-12-22,2014-12-27,281544,251480,77000,120044,151900,0.0,281.544,2014,52,12,0.0,False
2014-12-30,390.0,265.0,245.0,2014-12-29,2015-01-03,217300,209050,39200,94000,115400,7900.0,217.3,2014,1,12,0.0,False
2015-01-06,400.0,312.5,250.0,2015-01-05,2015-01-10,188600,359785,32200,69000,112000,6000.0,188.6,2015,2,1,0.0,False
2015-01-13,471.6666666666667,335.0,256.6666666666667,2015-01-12,2015-01-17,104600,347618,26600,33800,64600,3000.0,104.6,2015,3,1,0.0,False
2015-01-20,500.0,386.0,288.3333333333333,2015-01-19,2015-01-24,152696,357952,50400,69700,82996,0.0,152.696,2015,4,1,0.0,False
2015-01-27,470.0,367.5,282.5,2015-01-26,2015-01-31,232524,422266,44800,99624,115700,6000.0,232.524,2015,5,1,0.0,False
2015-02-03,440.0,350.0,232.5,2015-02-02,2015-02-07,178100,384629,54700,82400,95700,0.0,178.1,2015,6,2,0.0,False
2015-02-10,410.0,300.0,243.33333333333334,2015-02-09,2015-02-14,209544,356958,65800,117244,92300,,209.544,2015,7,2,0.0,False
2015-02-17,420.0,275.0,220.0,2015-02-16,2015-02-21,162437,308818,40600,58437,102500,1500.0,162.437,2015,8,2,0.0,False
2015-02-24,450.0,275.0,213.33333333333334,2015-02-23,2015-02-28,205400,220304,42000,64400,141000,0.0,205.4,2015,9,2,0.0,False
2015-03-03,393.3333333333333,270.0,200.0,2015-03-02,2015-03-07,226050,250554,37800,71554,154496,0.0,226.05,2015,10,3,0.0,False
2015-03-10,365.0,250.0,197.5,2015-03-09,2015-03-14,222175,94700,44800,152075,65300,4800.0,222.175,2015,11,3,0.0,False
2015-03-17,396.6666666666667,311.6666666666667,250.0,2015-03-16,2015-03-21,336923,171339,47600,200823,122100,14000.0,336.923,2015,12,3,0.0,False
2015-03-24,435.0,383.3333333333333,291.25,2015-03-23,2015-03-28,356916,214042,51800,234716,119000,3200.0,356.916,2015,13,3,0.0,False
2015-03-31,422.5,342.5,310.0,2015-03-30,2015-04-04,375264,294477,33600,222044,132120,19500.0,375.264,2015,14,3,0.0,False
2015-04-07,440.0,345.0,300.0,2015-04-06,2015-04-11,431700,237494,44800,266300,157400,8000.0,431.7,2015,15,4,0.0,False
2015-04-14,466.6666666666667,373.3333333333333,308.3333333333333,2015-04-13,2015-04-18,473200,186092,35000,335000,120200,16000.0,473.2,2015,16,4,0.0,False
2015-04-21,405.0,335.0,285.0,2015-04-20,2015-04-25,410700,241938,35000,281900,107200,11000.0,410.7,2015,17,4,0.0,False
2015-04-28,405.0,297.5,270.0,2015-04-27,2015-05-02,532900,274806,42000,409400,106200,12500.0,532.9,2015,18,4,0.0,False
2015-05-05,395.0,272.5,267.5,2015-05-04,2015-05-09,492600,198240,27400,376800,106400,9400.0,492.6,2015,19,5,0.0,False
2015-05-12,407.5,262.5,235.0,2015-05-11,2015-05-16,595500,174095,0,480100,109100,4700.0,595.5,2015,20,5,0.0,False
2015-05-19,380.0,255.0,225.0,2015-05-18,2015-05-23,622640,210268,0,484900,129740,4800.0,622.64,2015,21,5,0.0,False
2015-05-26,368.3333333333333,246.66666666666666,220.0,2015-05-25,2015-05-30,559317,109812,0,425217,119800,14300.0,559.317,2015,22,5,0.0,False
2015-06-02,372.5,250.0,220.0,2015-06-01,2015-06-06,669392,144151,0,533592,126400,9400.0,669.392,2015,23,6,0.0,False
2015-06-09,370.0,258.3333333333333,223.33333333333334,2015-06-08,2015-06-13,696448,157500,16800,557948,125700,6400.0,696.448,2015,24,6,0.0,False
2015-06-16,395.0,320.0,260.0,2015-06-15,2015-06-20,508700,150950,16800,402400,106300,0.0,508.7,2015,25,6,0.0,False
2015-07-07,425.0,300.0,234.0,2015-07-06,2015-07-11,566144,149280,15400,392144,166200,6200.0,566.144,2015,28,7,0.0,False
2015-07-14,381.6666666666667,270.0,235.0,2015-07-13,2015-07-18,538188,161358,28000,381400,149088,,538.188,2015,29,7,0.0,False
2015-07-21,375.0,267.5,220.0,2015-07-20,2015-07-25,639044,158715,18200,498332,137512,3200.0,639.044,2015,30,7,0.0,False
2015-07-28,350.0,257.5,235.0,2015-07-27,2015-08-01,694256,136546,12600,472056,209700,7700.0,694.256,2015,31,7,0.0,False
2015-08-04,328.3333333333333,245.0,211.66666666666666,2015-08-03,2015-08-08,781800,106362,58400,617352,153448,6200.0,781.8,2015,32,8,0.0,False
2015-08-11,336.6666666666667,243.33333333333334,235.0,2015-08-10,2015-08-15,438050,86850,8400,282700,136500,6150.0,438.05,2015,33,8,0.0,False
2015-08-18,316.6666666666667,258.3333333333333,271.6666666666667,2015-08-17,2015-08-22,495900,117950,40600,425200,39300,31400.0,495.9,2015,34,8,0.0,False
2015-08-25,340.0,300.0,300.0,2015-08-24,2015-08-29,266176,51950,14000,209776,30000,23300.0,266.176,2015,35,8,0.0,False
2015-09-01,400.0,390.0,405.0,2015-08-31,2015-09-05,339632,42218,26400,212500,78448,34784.0,339.632,2015,36,8,0.0,False
2015-09-08,442.5,425.0,425.0,2015-09-07,2015-09-12,315700,54300,39600,259300,28300,13900.0,315.7,2015,37,9,0.0,False
2015-09-15,500.0,450.0,387.5,2015-09-14,2015-09-19,191100,66600,37800,138800,41300,11000.0,191.1,2015,38,9,0.0,False
2015-09-22,602.5,533.3333333333334,505.0,2015-09-21,2015-09-26,297700,124420,69800,134300,149300,11000.0,297.7,2015,39,9,0.0,False
2015-09-29,646.6666666666666,535.0,535.0,2015-09-28,2015-10-03,393300,434450,54600,125100,261800,6400.0,393.3,2015,40,9,0.0,False
2015-10-06,591.6666666666666,500.0,483.3333333333333,2015-10-05,2015-10-10,418840,211308,67200,132200,283540,1600.0,418.84,2015,41,10,0.0,False
2015-10-13,500.0,425.0,425.0,2015-10-12,2015-10-17,527600,211200,23800,82400,431000,1600.0,527.6,2015,42,10,0.0,False
2015-10-20,516.6666666666666,523.3333333333334,505.0,2015-10-19,2015-10-24,424700,463526,70000,91500,329800,300.0,424.7,2015,43,10,0.0,False
2015-10-27,420.0,335.0,300.0,2015-10-26,2015-10-31,512940,369079,77000,114040,397300,1600.0,512.94,2015,44,10,0.0,False
2015-11-03,361.6666666666667,265.0,221.66666666666666,2015-11-02,2015-11-07,491700,261859,35000,267100,195400,3100.0,491.7,2015,45,11,0.0,False
2015-11-10,312.5,230.0,205.0,2015-11-09,2015-11-14,446448,253866,69400,224448,218800,3200.0,446.448,2015,46,11,0.0,False
2015-11-17,340.0,232.5,200.0,2015-11-16,2015-11-21,556340,218777,51800,306516,240624,4700.0,556.34,2015,47,11,0.0,False
2015-11-24,275.0,190.0,172.5,2015-11-23,2015-11-28,777864,235131,86800,382900,371164,20600.0,777.864,2015,48,11,0.0,False
2015-12-01,280.0,190.0,170.0,2015-11-30,2015-12-05,647144,123901,15400,305144,335700,1500.0,647.144,2015,49,11,0.0,False
2015-12-08,280.0,180.0,167.5,2015-12-07,2015-12-12,561197,191756,53200,150637,394936,14024.0,561.197,2015,50,12,0.0,False
2015-12-15,290.0,190.0,176.66666666666666,2015-12-14,2015-12-19,605328,334129,23800,281435,314293,6400.0,605.328,2015,51,12,0.0,False
2015-12-22,275.0,203.33333333333334,165.0,2015-12-21,2015-12-26,486776,264135,64800,266076,202300,18400.0,486.776,2015,52,12,0.0,False
2015-12-29,283.0,,170.0,2015-12-28,2016-01-02,90500,263315,0,45800,39900,4800.0,90.5,2015,53,12,0.0,False
2016-01-05,300.0,195.0,,2016-01-04,2016-01-09,211893,221754,0,115016,92001,4876.0,211.893,2016,1,1,0.0,False
2016-01-12,285.0,175.0,160.0,2016-01-11,2016-01-16,179848,408854,0,94600,74024,11224.0,179.848,2016,2,1,0.0,False
2016-01-19,280.0,187.5,162.5,2016-01-18,2016-01-23,266850,311500,28000,97100,168150,1600.0,266.85,2016,3,1,0.0,False
2016-01-26,305.0,197.5,170.0,2016-01-25,2016-01-30,378024,330475,37900,115716,259108,3200.0,378.024,2016,4,1,0.0,False
2016-02-02,296.25,195.0,177.5,2016-02-01,2016-02-06,538448,369972,63200,249448,287400,1600.0,538.448,2016,5,2,0.0,False
2016-02-09,276.6666666666667,190.0,173.33333333333334,2016-02-08,2016-02-13,310400,315596,116200,204900,102400,3100.0,310.4,2016,6,2,0.0,False
2016-02-16,257.5,177.5,165.0,2016-02-15,2016-02-20,209600,110150,54400,165400,34700,3100.0,209.6,2016,7,2,0.0,False
2016-02-23,255.0,172.5,170.0,2016-02-22,2016-02-27,181500,201350,69400,142600,34200,4700.0,181.5,2016,8,2,0.0,False
2016-03-01,230.0,157.5,160.0,2016-02-29,2016-03-05,187600,215808,35000,146100,35400,6100.0,187.6,2016,9,2,0.0,False
2016-03-08,225.0,152.5,150.0,2016-03-07,2016-03-12,172400,262350,54600,145500,26900,,172.4,2016,10,3,0.0,False
2016-03-15,232.5,160.0,152.5,2016-03-14,2016-03-19,331676,133436,48200,239176,67300,22100.0,331.676,2016,11,3,0.0,False
2016-03-22,248.0,178.0,167.0,2016-03-21,2016-03-26,521776,204730,53200,377476,133400,10900.0,521.776,2016,12,3,0.0,False
2016-03-29,280.0,210.0,185.0,2016-03-28,2016-04-02,402540,167900,40600,291040,97300,14200.0,402.54,2016,13,3,0.0,False
2016-04-05,280.0,210.0,190.0,2016-04-04,2016-04-09,465859,187095,35000,383005,65754,15500.0,465.859,2016,14,4,0.0,False
2016-04-12,277.5,200.0,180.0,2016-04-11,2016-04-16,487750,162750,30800,372900,92500,22350.0,487.75,2016,15,4,0.0,False
2016-04-19,287.5,225.0,191.5,2016-04-18,2016-04-23,666900,107018,22400,542000,104500,15800.0,666.9,2016,16,4,0.0,False
2016-04-26,267.5,197.5,190.0,2016-04-25,2016-04-30,694348,139500,51800,562500,101848,22200.0,694.348,2016,17,4,0.0,False
2016-05-03,262.5,192.5,182.5,2016-05-02,2016-05-07,840400,129877,26600,706200,95400,30800.0,840.4,2016,18,5,0.0,False
2016-05-10,260.0,195.0,180.0,2016-05-09,2016-05-14,640620,144248,56000,532920,77900,18900.0,640.62,2016,19,5,0.0,False
2016-05-17,258.3333333333333,181.66666666666666,176.66666666666666,2016-05-16,2016-05-21,735600,71950,42000,592100,112300,12500.0,735.6,2016,20,5,0.0,False
2016-05-24,235.0,171.66666666666666,170.0,2016-05-23,2016-05-28,730718,63531,47200,625694,84624,20400.0,730.718,2016,21,5,0.0,False
2016-05-31,241.66666666666666,173.33333333333334,168.33333333333334,2016-05-30,2016-06-04,555208,29800,19600,415688,116120,17100.0,555.208,2016,22,5,0.0,False
2016-06-07,273.3333333333333,180.0,176.66666666666666,2016-06-06,2016-06-11,776740,68950,57400,602492,136424,25124.0,776.74,2016,23,6,0.0,False
2016-06-14,312.5,215.0,192.5,2016-06-13,2016-06-18,812700,33350,43400,634100,161100,15900.0,812.7,2016,24,6,0.0,False
2016-06-21,405.0,300.0,242.5,2016-06-20,2016-06-25,892820,49500,53500,718620,150400,7800.0,892.82,2016,25,6,0.0,False
2016-06-28,400.0,275.0,247.5,2016-06-27,2016-07-02,632300,106000,33400,526500,104200,0.0,632.3,2016,26,6,0.0,False
2016-07-05,452.5,302.5,262.5,2016-07-04,2016-07-09,929420,85826,43400,657500,257820,12500.0,929.42,2016,27,7,0.0,False
2016-07-12,387.5,270.0,232.5,2016-07-11,2016-07-16,923692,110985,51000,582844,331248,9600.0,923.692,2016,28,7,0.0,False
2016-07-19,421.8333333333333,300.0,273.3333333333333,2016-07-18,2016-07-23,818800,82950,44800,494100,319900,1600.0,818.8,2016,29,7,0.0,False
2016-07-26,395.0,290.0,257.5,2016-07-25,2016-07-30,980460,133786,34400,649100,317060,12800.0,980.46,2016,30,7,0.0,False
2016-08-02,392.5,292.5,255.0,2016-08-01,2016-08-06,970207,100450,53200,607659,348548,7600.0,970.207,2016,31,8,0.0,False
2016-08-09,362.5,275.0,247.5,2016-08-08,2016-08-13,1076244,135418,54000,644144,424400,6200.0,1076.244,2016,32,8,0.0,False
2016-08-16,390.0,262.5,250.0,2016-08-15,2016-08-20,998200,105004,44800,629700,352600,15900.0,998.2,2016,33,8,0.0,False
2016-08-23,390.0,267.5,257.5,2016-08-22,2016-08-27,827844,50877,41400,451344,359100,17400.0,827.844,2016,34,8,0.0,False
2016-08-30,385.0,277.5,275.0,2016-08-29,2016-09-03,799648,51100,0,444500,305848,4500.0,799.648,2016,35,8,0.0,False
2016-09-06,405.0,302.5,310.0,2016-09-05,2016-09-10,437550,80485,11200,210400,192050,15900.0,437.55,2016,36,9,0.0,False
2016-09-13,433.3333333333333,332.5,337.5,2016-09-12,2016-09-17,317756,115550,91000,172112,137844,1500.0,317.756,2016,37,9,0.0,False
2016-09-20,417.5,312.5,312.5,2016-09-19,2016-09-24,258800,137550,48000,162300,83800,7900.0,258.8,2016,38,9,0.0,False
2016-09-27,535.0,420.0,400.0,2016-09-26,2016-10-01,442364,171753,81200,231920,196144,7900.0,442.364,2016,39,9,0.0,False
2016-10-04,438.0,375.0,385.0,2016-10-03,2016-10-08,384000,176700,70000,177000,205400,1600.0,384.0,2016,40,10,0.0,False
2016-10-11,345.0,292.5,275.0,2016-10-10,2016-10-15,516320,312900,78400,231620,276700,4800.0,516.32,2016,41,10,0.0,False
2016-10-18,367.5,290.0,242.5,2016-10-17,2016-10-22,597580,301950,60200,142944,450136,1500.0,597.58,2016,42,10,0.0,False
2016-10-25,512.5,387.5,317.5,2016-10-24,2016-10-29,944517,257490,70200,273969,661048,4700.0,944.517,2016,43,10,0.0,False
2016-11-01,450.0,350.0,275.0,2016-10-31,2016-11-05,859376,270950,58800,330076,521400,4800.0,859.376,2016,44,10,0.0,False
2016-11-08,300.0,237.5,210.0,2016-11-07,2016-11-12,922600,294040,96600,404100,515400,1500.0,922.6,2016,45,11,0.0,False
2016-11-15,257.5,200.0,162.5,2016-11-14,2016-11-19,910120,154050,65800,527300,373320,4800.0,910.12,2016,46,11,0.0,False
2016-11-22,245.0,195.0,162.5,2016-11-21,2016-11-26,952648,217550,78000,543668,398180,10800.0,952.648,2016,47,11,0.0,False
2016-11-29,240.0,182.5,162.5,2016-11-28,2016-12-03,921541,96750,40300,558108,343433,18400.0,921.541,2016,48,11,0.0,False
2016-12-06,232.5,180.0,152.5,2016-12-05,2016-12-10,791776,199743,65800,459400,324476,7900.0,791.776,2016,49,12,0.0,False
2016-12-13,260.0,186.66666666666666,170.0,2016-12-12,2016-12-17,534784,184780,46200,312692,203492,3200.0,534.784,2016,50,12,0.0,False
2016-12-20,277.5,187.5,167.5,2016-12-19,2016-12-24,342900,230024,67200,186400,150500,6000.0,342.9,2016,51,12,0.0,False
2016-12-27,272.5,185.0,165.0,2016-12-26,2016-12-31,523976,178550,70500,351726,167550,4700.0,523.976,2016,52,12,0.0,False
2017-01-03,267.5,185.0,160.0,2017-01-02,2017-01-07,391800,229974,41000,214200,160600,17000.0,391.8,2017,1,1,0.0,False
2017-01-10,320.0,212.5,187.5,2017-01-09,2017-01-14,330000,308594,51800,138100,157400,15300.0,330.0,2017,2,1,0.0,False
2017-01-17,345.0,215.0,192.5,2017-01-16,2017-01-21,391952,279700,64400,224976,151676,4700.0,391.952,2017,3,1,0.0,False
2017-01-24,375.0,300.0,250.0,2017-01-23,2017-01-28,377446,273370,68200,256300,117946,3200.0,377.446,2017,4,1,0.0,False
2017-01-31,308.3333333333333,221.66666666666666,211.66666666666666,2017-01-30,2017-02-04,319376,353620,68600,223076,82500,10600.0,319.376,2017,5,1,0.0,False
2017-02-07,345.0,242.5,200.0,2017-02-06,2017-02-11,281540,336300,60200,235468,46072,0.0,281.54,2017,6,2,0.0,False
2017-02-14,315.0,217.5,187.5,2017-02-13,2017-02-18,396904,270200,73600,311004,84300,1600.0,396.904,2017,7,2,0.0,False
2017-02-21,290.0,212.5,177.5,2017-02-20,2017-02-25,289100,203000,46200,229600,55000,4500.0,289.1,2017,8,2,0.0,False
2017-02-28,307.5,212.5,182.5,2017-02-27,2017-03-04,478236,281150,57400,377236,99400,0.0,478.236,2017,9,2,0.0,False
2017-03-07,306.75,215.0,180.0,2017-03-06,2017-03-11,443300,329800,74200,374100,59900,7700.0,443.3,2017,10,3,0.0,False
2017-03-14,310.0,217.5,182.5,2017-03-13,2017-03-18,608144,222200,46200,512144,83300,9500.0,608.144,2017,11,3,0.0,False
2017-03-21,267.5,212.5,175.0,2017-03-20,2017-03-25,745344,260483,60400,566244,166400,12700.0,745.344,2017,12,3,0.0,False
2017-03-28,255.0,180.0,170.0,2017-03-27,2017-04-01,663124,144558,43000,550100,110024,3000.0,663.124,2017,13,3,0.0,False
2017-04-04,255.0,180.0,166.66666666666666,2017-04-03,2017-04-08,515500,136050,54600,388700,114400,12400.0,515.5,2017,14,4,0.0,False
2017-04-11,242.5,175.0,160.0,2017-04-10,2017-04-15,523435,118727,53200,391700,128735,3000.0,523.435,2017,15,4,0.0,False
2017-04-18,245.0,175.0,160.0,2017-04-17,2017-04-22,861026,120465,48900,626348,201878,31300.0,861.026,2017,16,4,0.0,False
2017-04-25,237.5,170.0,157.5,2017-04-24,2017-04-29,700795,113227,16811,543720,130675,24900.0,700.795,2017,17,4,0.0,False
2017-05-02,265.0,183.33333333333334,173.33333333333334,2017-05-01,2017-05-06,251800,72350,1400,185800,53300,12700.0,251.8,2017,18,5,0.0,False
2017-05-09,305.0,200.0,180.0,2017-05-08,2017-05-13,851076,137162,0,640076,199800,11200.0,851.076,2017,19,5,0.0,False
2017-05-16,265.0,177.5,172.5,2017-05-15,2017-05-20,552800,56469,47000,408852,137548,6400.0,552.8,2017,20,5,0.0,False
2017-05-23,263.3333333333333,180.0,166.66666666666666,2017-05-22,2017-05-27,677652,107768,0,504052,138900,25100.0,677.652,2017,21,5,0.0,False
2017-05-30,277.5,200.0,172.5,2017-05-29,2017-06-03,828424,105450,22400,618624,164500,45300.0,828.424,2017,22,5,0.0,False
2017-06-06,267.5,185.0,167.5,2017-06-05,2017-06-10,656254,45100,26600,485654,148300,20700.0,656.254,2017,23,6,0.0,False
2017-06-13,255.0,182.5,167.5,2017-06-12,2017-06-17,459372,81775,25600,303000,142172,14200.0,459.372,2017,24,6,0.0,False
2017-06-20,295.0,197.5,177.5,2017-06-19,2017-06-24,681920,70600,51800,461520,212600,7800.0,681.92,2017,25,6,0.0,False
2017-06-27,317.5,215.0,177.5,2017-06-26,2017-07-01,852100,24700,68600,595300,231600,25200.0,852.1,2017,26,6,0.0,False
2017-07-04,288.3333333333333,201.66666666666666,176.66666666666666,2017-07-03,2017-07-08,678821,72368,44800,482645,192976,3200.0,678.821,2017,27,7,0.0,False
2017-07-11,311.6666666666667,213.33333333333334,183.33333333333334,2017-07-10,2017-07-15,775540,60498,84400,546240,212500,13700.0,775.54,2017,28,7,0.0,False
2017-07-18,307.5,230.0,185.0,2017-07-17,2017-07-22,1063466,127750,39200,643044,385322,31900.0,1063.466,2017,29,7,0.0,False
